index	original	translation
240	Several of the North Koreans had crushed skulls from rifle butt blows.	Mehrere Nordkoreaner hatten Schädel aus Gewehrkolben geschlagen.
241	Gaius Julius C. f. C. n. Iulus, consul in 447 and 435 BC.	Gaius Julius C. f. C. n. Iulus, Konsul 447 und 435 v. Chr.
242	4 Curricle Ladders in 1898, the brigade plant consisted of 2 large ladders and 4 small ladders.	4 Curricle Leitern im Jahre 1898, bestand das Brigadewerk aus 2 großen Leitern und 4 kleinen Leitern.
243	Like Mirk, Audelay seems very aware of the distinction between internal criticism, however tenchant, and heretical dissent.	Wie Mirk scheint Auverzögerung sich der Unterscheidung zwischen interner Kritik, wie angespannt sie auch sein mag, und ketzerischem Widerspruch sehr bewusst zu sein.
244	It served as venues for 2004 Pekan Olahraga Nasional.	Es diente als Veranstaltungsort für 2004 Pekan Olahraga Nasional.
245	Paulus himself also doubted the feasibility of such a breakout.	Paulus selbst zweifelte auch an der Machbarkeit eines solchen Ausbruchs.
246	The ridges and valleys formed when the exposed clay eroded faster than the exposed chalk, greensand, or sandstone.	Die Grate und Täler bildeten sich, als der exponierte Ton schneller erodierte als die exponierte Kreide, Grünland oder Sandstein.
247	Mr Tommasini sought to judge her narrowly, within the facile intellectual confines of mere technical pedantry.	Herr Tommasini wollte sie im Rahmen der einfachen intellektuellen Grenzen der rein technischen Pedanterie eng beurteilen.
248	It includes SRUS, rectal prolapse, proctitis cystica profunda, and inflammatory polyps.	Es umfasst SRUS, rektale Prolapse, proctitis cystica profunda, und entzündliche Polypen.
249	;Extraverting Initiating Expressive Gregarious Active Enthusiastic	; Extraverting Initiating Expressive Gregkomisch Aktiv Enthusiasmus
250	Citizen Kafka, 61, American broadcaster and musician.	Bürger Kafka, 61, amerikanischer Sender und Musiker.
251	Starter Luke Weaver and reliever John Brebbia were optioned.	Starter Luke Weaver und Reliefs John Brebbia wurden gewählt.
252	ROK troops, following behind a rolling barrage of naval gunfire, enveloped Ch'ongjin on 25 November.	ROK Truppen, die hinter einer rollenden Flut von Marinebeschuss, umhüllt Ch 'ongjin am 25. November.
253	1 Armoured Car Company RAF, Iraq Levies and locally raised Iraqi troops, the RAF Iraq Levies.	1 Panzerwagen Firma RAF, Irak Abgaben und lokal erhobene irakische Truppen, die RAF Irak Abgaben.
254	In particular, Tyson was bowling with a strong tailwind and a slips cordon standing around 40 yards behind the bat.	Insbesondere war Tyson Bowling mit einem starken Rückenwind und einem rutscht Akku stehen rund 40 Meter hinter der Fledermaus.
255	Outfielder Jeff Francoeur was acquired on August 31 from the Mets for infielder Arias.	Outfielder Jeff Francoeur wurde am 31. August von den Mets für Infielder Arias erworben.
256	Jonas Gray broke out, running all over the Colts for 201 yards and 4 touchdowns on 37 carries.	Jonas Gray brach aus und lief 201 Meter über die Colts und 4 Touchdowns auf 37 Trägern.
257	Smith's Command) in the Expedition and Battle of Tupelo; Also, Wanderings Through the Wilds of Missouri and Arkansas in Pursuit of Price.	Smith 's Command) in the Expedition and Battle of Tupelo; Also, Wanderings Through the Wilds of Missouri and Arkansas in Pursuit of Price.
258	Tribes such as the Visigoths and Vandals preferred to simply rush their enemies in a massive horde.	Stämme wie die Westgoten und Vandalen zogen es vor, ihre Feinde einfach in eine gewaltige Horde zu stürzen.
259	The Apothecary sells scales, potions and potion ingredients.	Die Apotheke verkauft Schuppen, Tränke und Tränke Zutaten.
260	The Shubert Theatre once premiered many major theatrical productions before their Broadway debuts.	Das Shubert Theater uraufgeführt einst viele wichtige Theaterproduktionen vor ihren Broadway Debüts.
261	She’s awesome, and Nick and Gabi are an interesting pairing.	Sie war großartig, und Nick und Gabi sind eine interessante Paarung.
262	The Ent Treebeard describes them in The Lord of the Rings as "mockeries of Ents, they are stupid creatures, foul mouthed and brutal".	Der Ent Treebeard beschreibt sie in The Lord of the Rings als "Spott der Ents, sie sind dumme Kreaturen, fauler Mund und brutal".
263	The Padres retook the lead in the bottom of the eighth on an RBI single by Austin Hedges.	Auf einer RBI Single von Austin Hedge holten die Padres die Führung unter den Achten zurück.
264	On April 12, Aaron Hill was placed on the DL with a tight hamstring.	Am 12. April wurde Aaron Hill mit einer engen Sehne auf die DL gelegt.
265	Mollison concurred, and they proceeded to cross the creek.	Mollison stimmte überein, und sie fuhren fort, den Bach zu überqueren.
266	615, with 23 Spitfires and 27 Hurricanes went into position above Kenley and Biggin Hill.	615, mit 23 Spitfire und 27 Hurricanes ging in Position über Kenley und Biggin Hill.
267	Portrait of Henry Lee of Ditchley in a black jerkin over a white satin doublet decorated with a pattern of armillary spheres, 1568.	Porträt von Henry Lee von Ditchley in einem schwarzen Ruck über einem weißen Satin Doppel mit einem Muster von Armillarkugeln verziert, 1568.
268	Excepting some domesticated forms, all male bovids have two or more horns, and in many species females possess horns, too.	Bis auf einige domestizierte Formen haben alle männlichen Körper zwei oder mehr Hörner, und bei vielen Arten besitzen auch Weibchen Hörner.
269	Tropical Storm Bopha then weakened into a tropical depression before degenerating into a remnant low on August 10.	Tropischer Sturm Bopha schwächte sich dann in eine tropische Depression ab, bevor er sich am 10. August zu einem Resttief degenerierte.
270	While in Syntagma Square, he protested against human right violations.	Während er auf dem Syntagma-Platz protestierte, protestierte er gegen Menschenrechtsverletzungen.
271	An earthquake destroyed Tripoli, Arqa and Krak des Chevaliers in August 1157.	Ein Erdbeben zerstörte Tripolis, Arqa und Krak des Chevaliers im August 1157.
272	Bradman deemed Tallon more agile than Saggers and better at taking acrobatic catches.	Bradman hielt Tallon für agiler als Sagger und besser bei akrobatischen Fängen.
273	Heraclius, head of the rigorist faction, opposed readmission of the lapsed.	Heraklius, Chef der rigoristischen Fraktion, widersetzte sich der Rückübernahme der Erloschenen.
274	Luke lashes out at Ben and physically threatens him.	Luke schlägt Ben aus und bedroht ihn körperlich.
275	The rete testis connects to the epididymal head via the	Der rete Hoden verbindet sich mit dem Nebennierenkopf über die
276	A bartender received a new Cadillac from a grateful patron, and a headwaiter received a $10,000 tip from tennis star Fred Perry.	Ein Barkeeper erhielt einen neuen Cadillac von einem dankbaren Mäzen, und ein Oberkellner erhielt einen $10.000 Tipp von Tennisstar Fred Perry.
277	Robson then beat Lauren Davis in the quarterfinals.	Robson schlug Lauren Davis dann im Viertelfinale.
278	Lilyhammer premiered in Norway on 25 January 2012.	Lilyhammer wurde am 25. Januar 2012 in Norwegen uraufgeführt.
279	Natalie McKnight, a Dickens scholar from Boston University.	Natalie McKnight, eine Dickens-Stipendiatin der Boston University.
280	It ends with Hickok's assassination by Jack McCall in a saloon in Deadwood, Dakota Territory.	Es endet mit Hickoks Ermordung durch Jack McCall in einem Salon in Deadwood, Dakota Territory.
281	On November 24, the South Carolina legislature nullified both the Tariff of 1832 and the Tariff of 1828.	Am 24. November hob der Gesetzgeber von South Carolina sowohl den Tarif von 1832 als auch den Tarif von 1828 auf.
282	The Republican Caucus elected Bob Miller as Minority Leader, and Wanda Fuller as Assistant Majority Leader.	Der republikanische Caucus wählte Bob Miller zum Minderheitenführer und Wanda Fuller zum stellvertretenden Mehrheitenführer.
283	Wasp appears in the Eternals motion comic, voiced by Kelly Sheridan.	Wasp erscheint im Eternals Motion Comic von Kelly Sheridan.
284	Palpatine then reorganizes the Republic into the Galactic Empire, with himself as Emperor.	Dann organisiert Palpatine die Republik in das Galaktische Reich um, mit sich selbst als Kaiser.
285	He also ordered the General Assembly to reconvene in Frankfort.	Er ordnete auch die Generalversammlung an, sich in Frankfurt wiederzuversammeln.
286	After kidnapping Wolverine's family Wolverine confronts him and kills him by chopping his head off.	Nach der Entführung von Wolverines Familie stellt sich Wolverine ihm gegenüber und tötet ihn, indem er ihm den Kopf abhackt.
287	Organized insurgent, resistance groups tried to suppress the freedmen and Republicans.	Organisierte aufständische Widerstandsgruppen versuchten, die Freien und Republikaner zu unterdrücken.
288	Five brick pilasters divide it into three storefronts and a stairway to the upstairs offices.	Fünf Backstein-Pilaster teilen es in drei Schaufenster und eine Treppe zu den Büros im Obergeschoss.
289	1806 naturalisation patent for captin C. C. F. von Zepelin.	1806 Einbürgerungspatent für Captin C. C. F. von Zepelin.
290	Germany published the first journal of nudism between 1902 and 1932.	Deutschland veröffentlichte die erste Zeitschrift des Nudismus zwischen 1902 und 1932.
291	In 1997, she starred as the President's advisor in Contact.	1997 spielte sie als Beraterin des Präsidenten in Kontakt.
292	Lafayette, Suwannee, Columbia, Hamilton, and Union counties	Lafayette, Suwannee, Columbia, Hamilton und Union Counties
293	The Edward Smith Switchboard is constructed from Colonial rosewood, cedar and Tasmanian blackwood.	Das Edward Smith Switchboard ist aus kolonialem Rosenholz, Zedernholz und tasmanischem Schwarzholz gefertigt.
294	He wears a long, fringed, hooded robe with a cape reaching to his ankles.	Er trägt ein langes, gesäumtes Kapuzenkleid mit einem Umhang, der bis zu seinen Knöcheln reicht.
295	The squadron disbanded at Scampton in March 1982, passing on its radar reconnaissance duties to the RAF's Nimrods.	Die Geschwader löste sich im März 1982 in Scampton auf und übergab ihre Radaraufklärungsaufgaben an die Nimrods der RAF.
296	After Primatech's destruction, Angela intercepts Pvt.	Nach Primatechs Zerstörung fängt Angela Pvt. ab
297	Afghan Defense Minister Mohammed Fahim endorsed the presidential candidacy of Hamid Karzai.	Der afghanische Verteidigungsminister Mohammed Fahim unterstützte die Kandidatur Hamid Karzais.
298	It usually allied with, sometimes submitted itself to, and sometimes antagonized the Shimazu clan on mainland Kyūshū.	Sie verbündete sich gewöhnlich mit, unterwarf sich manchmal dem Shimazu-Clan auf dem Festland Kyūshū und widersetzte sich ihm.
299	During Lindwall's sixth over, Weekes missed an attempted hook shot after hesitating.	Während Lindwalls sechsten vorbei, Wochenende verpasste einen Versuch Haken Schuss nach Zögern.
300	The Eagles defeated the New England Patriots in Super Bowl LII.	Die Adler besiegten die New England Patriots in Super Bowl LII.
301	In April 2008, Sparks suffered acute vocal cord hemorrhaging due to overusing her vocal cords.	Im April 2008 litt Sparks an akuter Stimmbandblutung, da sie ihre Stimmbänder übermäßig ausnutzte.
302	Stops for customs inspections greatly delayed trains and disrupted timekeeping.	Haltestellen für Zollkontrollen stark verzögerte Züge und unterbrochene Zeitmessung.
303	He even claimed the RAF outnumbered their opponents in several engagements.	Er behauptete sogar, die RAF habe ihre Gegner in mehreren Engagements übertroffen.
304	Common painted shapes include pelike, chalice krater, belly lekythos, skyphos, hydria and oinochoe.	Gewöhnlich bemalte Formen gehören pelike, Kelch Krater, Bauch lekythos, Skyphos, Hydrien und Oinochoe.
305	Ezra Miller portrays Barry Allen / The Flash in the DCEU.	Ezra Miller stellt Barry Allen / The Flash in the DCEU dar.
306	Perier and François Guizot, then Minister of the Interior, enforced the conservatism of the July Monarchy.	Perier und François Guizot, der damalige Innenminister, erzwangen den Konservatismus der Julimonarchie.
307	The windows in the transept crossings depict four archbishops.	Die Fenster in den Querschiffkreuzungen zeigen vier Erzbischöfe.
308	High winds in North Florida downed telegraph lines between Jacksonville and Pensacola.	Hohe Winde in North Florida verstopften Telegraphenleitungen zwischen Jacksonville und Pensacola.
309	in a diner, sparking the patrons in the diner to sing along with him.	in einem Diner, Funkeln die Gönner im Diner mit ihm zu singen.
310	Charley persisted as a tropical cyclone for about 24 hours longer, before dissipating near Del Rio, Texas.	Charley blieb als tropischer Wirbelsturm etwa 24 Stunden länger bestehen, bevor er sich in der Nähe von Del Rio, Texas, auflöste.
311	In 2004, with Salvatore Vitale testifying against him, Leisenheimer turned informant against Massino.	2004, als Salvatore Vitale gegen ihn aussagte, wandte Leisenheimer sich gegen Massino.
312	Aulus Cornelius P. f. A. n. Cossus Arvina, consul in 343 and 332, and dictator in 322 BC.	Aulus Cornelius P. f. A. n. Cossus Arvina, Konsul 343 und 332, Diktator 322 v. Chr.
313	In 1975, Biden broke from liberal orthodoxy when he took legislative action to limit desegregation busing.	1975 brach Biden von der liberalen Orthodoxie ab, als er gesetzgeberische Maßnahmen ergriff, um die Enthaltsamkeit zu begrenzen.
314	She transited the Panama Canal and arrived at Norfolk on 9 June.	Sie durchquerte den Panamakanal und kam am 9. Juni in Norfolk an.
315	A senior Communist official uncharacteristically acted friendly toward inmate Châu.	Ein hochrangiger kommunistischer Beamter handelte untypisch freundlich gegenüber Insassen Châu.
316	The Germans responded swiftly, torching several villages and executing 488 civilians.	Die Deutschen reagierten schnell und zündeten mehrere Dörfer an und töteten 488 Zivilisten.
317	The Sisters also serve in the United States in the Archdioceses of New York, Newark, Boston, Pittsburgh, and Savannah.	Die Schwestern dienen auch in den Vereinigten Staaten in den Erzdiözesen New York, Newark, Boston, Pittsburgh und Savannah.
318	The Noun River, a tributary of the Sanaga, flows from the Centre Province, around Bafoussam, and to the Bamendjing Reservoir.	Der Noun-Fluss, ein Nebenfluss der Sanaga, fließt von der Provinz Centre, um Bafoussam herum, bis zum Stausee BGiusjing.
319	This same scenario also occurred in 2001, when the Arizona Diamondbacks defeated the New York Yankees.	Dieses Szenario ereignete sich auch 2001, als die Arizona Diamondbacks die New York Yankees besiegten.
320	It repeated attacks off the Normandy beachhead on 10 June and on 13 June sank the destroyer Boadicea.	Es wiederholte Angriffe vor der Normandie Strandkopf am 10. Juni und am 13. Juni sank der Zerstörer Boadicea.
321	The margrave Adalbert of Austria, however, successfully resisted the depredations of Cuno and the raids of the king of Hungary.	Der Markgraf Adalbert von Österreich widersetzte sich jedoch erfolgreich den Raubzügen von Cuno und den Überfällen des ungarischen Königs.
322	270) on 31 July flying a Henry Farman biplane of the Sopwith School of Flying at Brooklands.	270) am 31. Juli mit einem Henry Farman Doppeldecker der Sopwith School of Flying in Brooklands.
323	Not fooled by the Viceroy's communiqué, some criollos met at the houses of Nicolás Rodríguez Peña and Martín Rodríguez.	In den Häusern von Nicolás Rodríguez Peña und Martín Rodríguez trafen sich einige Criollos, die vom Kommuniqué des Vizekönigs nicht getäuscht waren.
324	Wambach attended Our Lady of Mercy High School in Rochester from 1994 to 1998, where she lettered in soccer and basketball.	Wambach besuchte die Our Lady of Mercy High School in Rochester von 1994 bis 1998, wo sie in Fußball und Basketball schrieb.
325	Barnes wrote in a confrontational manner, often lampooning and angering the authorities.	Barnes schrieb auf konfrontative Weise, klagte oft und ärgerte die Behörden.
326	About 3,000 out of over 60,000 Mormon pioneers came across with handcarts.	Von über 60.000 Mormon-Pionieren stießen rund 3.000 auf Handkarren.
327	An enzyme called plasmin inhibits clotting in the menstrual fluid.	Ein Enzym namens Plasmin hemmt die Gerinnung in der Menstruationsflüssigkeit.
328	VIII with 200 kW magnetron and many other improvements.	VIII mit 200 kW Magnetron und vielen weiteren Verbesserungen.
329	Norman suffers rib injuries when Eddie punches and shoves him during an argument.	Norman erleidet Rippenverletzungen, wenn Eddie ihn während einer Auseinandersetzung schlägt und schiebt.
330	The 19th Infantry Regiment, 24th Division, meanwhile, trailed the 5th Cavalry Regiment.	Das 19. Infanterie Regiment, 24. Division, unterdessen, folgte dem 5. Kavallerie Regiment.
331	The convictions of the Adoptee Business Committee resulted from such prosecution.	Die Verurteilungen des Adoptee Business Committee resultierten aus einer solchen Verfolgung.
332	American Romanticism embraced the individual and rebelled against the confinement of neoclassicism and religious tradition.	Die amerikanische Romantik umarmte das Individuum und rebellierte gegen die Beschränkung des Neoklassizismus und der religiösen Tradition.
333	Styles after he and Kurt Angle wrestled a Last Man Standing match.	Styles nachdem er und Kurt Angle einen Last Man Standing Kampf gekämpft haben.
334	"Teamsters Boss Testifies In A Symphony of the 5th."	Teamboss bezeugt In A Symphony of the 5th.
335	Beside it he placed the Fallen Astronaut statuette.	Daneben stellte er die gefallene Astronautenstatuette auf.
336	The larva of Zenodochium coccivorella is an internal parasite of the coccid Kermes species.	Die Larve Zenodochium coccivorella ist ein interner Parasit der Art Kermes.
337	His successor, Ptolemy II Philadelphus, transferred the sarcophagus to Alexandria, where it remained until at least late Antiquity.	Sein Nachfolger, Ptolemaios II. نphus, übertrug den Sarkophag nach Alexandria, wo er bis mindestens zur Spätantike blieb.
338	Some reside along Cathedral Parkway and in Washington Heights.	Einige wohnen am Cathedral Parkway und in Washington Heights.
339	Towboats moved the dredge and sand barges around as needed.	Gegen Boote bewegten sich die Bagger- und Sandkähne nach Bedarf.
340	In 1893, it sailed across the [[Atlantic Ocean]] to [[Chicago]] in The [[United States]] for the [[World's Columbian Exposition]].	({{TNG | Die Reise}}) {{meta | Die [[USS Enterprise (NCC-1701) | USS "Enterprise" (NCC-1701) | USS "Enterprise" (NCC-1701) | USS "Enterprise" (NCC-1701) | USS "Enterprise" (NCC-1701)).
341	The gray wolf does not readily interbreed with coyotes.	Der graue Wolf vermischt sich nicht leicht mit Kojoten.
342	however, the Raiders then fell to the Broncos in the AFC Championship.	jedoch fielen die Raiders dann an die Broncos in der AFC Meisterschaft.
343	As in 1936, the Church of England refused to countenance the remarriage of the divorced.	Wie 1936 weigerte sich die Kirche von England, der Wiederverheiratung der Geschiedenen ins Auge zu sehen.
344	They can also catalyze the dissolution of minerals.	Sie können auch die Auflösung von Mineralien katalysieren.
345	One of the choristers present at her La Scala debut in I vespri siciliani recalled, "My God!	Einer der Chorister bei ihrem Debüt in der Scala in I vespri siciliani erinnerte sich: "Mein Gott!
346	The two songs showcased the contrast between Beyoncé's personality and her aggressive onstage persona, Sasha Fierce.	Die beiden Songs zeigten den Kontrast zwischen Beyoncés Persönlichkeit und ihrer aggressiven Bühnenpersönlichkeit, Sasha Fiercé.
347	Vick finished the season with 3,018 yards passing, 21 touchdowns and six interceptions with a passer rating of 100.2.	Vick beendete die Saison mit 3.018 Yards vorbei, 21 Touchdowns und sechs Abhörungen mit einem Passer-Rating von 100.2.
348	The Act Concerning Peter's Pence and Dispensations outlawed the annual payment by landowners of one penny to the Pope.	Das Gesetz über Peters Pence und Dispensationen verbot die jährliche Zahlung eines Pfennigs an den Papst durch Gutsbesitzer.
349	It built a new wharf, under the superintendence of Thomas Macredie.	Es baute einen neuen Kai, unter der Aufsicht von Thomas Macredie.
350	Besting Grusamseus, Mihael rushes onward, to pass through and eventually reach the lair of the Demons.	Besting Grusamseus, Mihael eilt weiter, um durch und schließlich die Höhle der Dämonen zu erreichen.
351	The Porte Noire may commemorate the victories of Marcus Aurelius over the Germans in 167 CE.	Die Porte Noire darf der Siege Marcus Aurelius über die Deutschen im Jahre 167 n. Chr. gedenken.
352	Many of the boranes readily oxidise on contact with air, some violently.	Viele Borane oxidieren leicht bei Kontakt mit Luft, einige heftig.
353	In 335 BC one of the two Roman consuls besieged, seized and garrisoned Cales, the main town of the Ausoni.	335 v. Chr. belagerte, beschlagnahmte und garnisonierte einer der beiden römischen Konsuln Cales, die Hauptstadt der Ausoni.
354	Adjoining the pediment is a parapet with classical balusters that conceal the edge of the gable roof.	Neben dem Giebel befindet sich ein Parapet mit klassischen Balustern, die den Rand des Giebeldaches verdecken.
355	The Lusaka Protocol of 1994 reaffirmed the Bicesse Accords.	Das Lusaka-Protokoll von 1994 bestätigte die Bicesse-Abkommen.
356	This view opposes other predominant philosophical perspectives such as empiricism and positivism.	Diese Auffassung widerspricht anderen vorherrschenden philosophischen Perspektiven wie Empirismus und Positivismus.
357	At sunrise, a new Garde indigène unit arrived and inflicted heavy losses on the insurgents, mortally wounding Nhu.	Bei Sonnenaufgang kam eine neue Garde indigène-Einheit an, die den Aufständischen schwere Verluste zufügte und Nhu tödlich verwundete.
358	Woodrow Wilson School of Public and International Affairs alumni	Absolvent der Woodrow Wilson School of Public and International Affairs
359	Several other brief EF0 tornadoes touched down in Dublin, Benbrook, and near Granbury, Tolar, Lampasas, and Andice.	Mehrere andere kurze EF0 Tornados landeten in Dublin, Benbrook und in der Nähe von Granbury, Tolar, Lampasas und Andice.
360	The glabella forms a dome underneath which sat the "crop" or "stomach".	Die Glabella bildet eine Kuppel, unter der die "Ernte" oder "Magen" saß.
361	In 1925, the military commander, Reza Khan, overthrew the Qajar dynasty.	1925 stürzte der Militärkommandeur Reza Khan die Qajar-Dynastie um.
362	On 16 December, they traveled to the Fu Tou Shan, possibly near Fuzhou.	Am 16. Dezember reisten sie zum Fu Tou Shan, möglicherweise in der Nähe von Fuzhou.
363	Cut off from the plain by the ancient Aravalli Range lies the Thar Desert.	Abgeschnitten von der Ebene des antiken Aravalli Gebirges liegt die Thar Wüste.
364	Aside from Nazi memorabilia, Kellestine also collected Confederate memorabilia and Montreal Canadiens memorabilia.	Abgesehen von Nazi-Memorabilia, sammelte Kellestine auch Confederate Memorabilia und Montreal Canadiens Memorabilia.
365	Zero pulls away in "Unguarded", supportive of Jude's apparent homosexuality but not interested.	Zero zieht weg in "Ungehütet", unterstützt Judes scheinbare Homosexualität, aber nicht interessiert.
366	Seberang Perai, a 751 km2 hinterland on the Malay Peninsula.	Seberang Perai, ein 751 km2 großes Hinterland auf der Malaiischen Halbinsel.
367	Of these, a substantial contingent from the recently annexed state of Awadh mutinied en masse.	Von diesen mutierte ein erhebliches Kontingent aus dem kürzlich annektierten Staat Awadh massenhaft.
368	The capsid contained a single molecule of double stranded DNA of about 50 kilobases.	Die Kapsel enthielt ein einzelnes Molekül doppelter DNA von etwa 50 Kilobasen.
369	In the victory, he passed for 304 yards and three touchdowns.	Im Sieg überholte er 304 Meter und drei Touchdowns.
370	Gen. Richardson personally dispatched the brigade of Brig.	Gen. Richardson entsandte persönlich die Brigade.
371	Dan reciprocated his feelings for Jess and their feelings blossomed.	Dan erwiderte seine Gefühle für Jess und ihre Gefühle blühten auf.
372	Mercedes confronts Doctor Browning who confesses to murdering Lynsey so that she wouldn't expose Mercedes, having overheard their argument.	Mercedes konfrontiert Doktor Browning, der gesteht, Lynsey zu töten, damit sie Mercedes nicht entlarven würde, nachdem sie ihre Argumentation gehört hatte.
373	Gilda detonated 520 ft above the target fleet, with a yield of 23 kilotons.	Gilda zündete 520 ft über der Zielflotte mit einem Ertrag von 23 Kilotonnen.
374	", remarked by critic Maureen Corrigan and echoed by Wendy Lesser.	, kommentiert von der Kritik Maureen Corrigan und hallte von Wendy Lesser."
375	In 2015, the Buccaneers debuted their Color Rush uniform featuring red jerseys and red pants, with pewter numerals.	2015 debütierten die Buccaneers ihre Color Rush Uniform mit roten Trikots und roten Hosen, mit Zinnziffern.
376	The families Leptotyphlopidae and Typhlopidae also possess remnants of the pelvic girdle, appearing as horny projections when visible.	Die Familien Leptotyphlopidae und Typhlopidae besitzen auch Reste des Beckengürtels, die sichtbar als geilen Projektionen erscheinen.
377	He threw for his 500th touchdown and 70,000th yard against the New York Jets.	Er warf für seinen 500. Touchdown und 70.000. Yard gegen die New York Jets.
378	Counterweight lift lines typically connect to the tops of arbors with shackles.	Gegengewicht Hubleitungen verbinden sich in der Regel mit den Spitzen der Häfen mit Fesseln.
379	Passing a worthless cheque, merited one year probation and restitution.	Übergeben eines wertlosen Scheck, verdient ein Jahr Bewährung und Restitution.
380	The East India Company launched four offensives against the Chakmas in 1770, 1780, 1782 and 1785.	Die East India Company startete in den Jahren 1770, 1780, 1782 und 1785 vier Offensiven gegen die Chakmas.
381	They and General Havoc attacked the Phantom Ranger's homeworld.	Sie und General Havoc griffen die Heimatwelt des Phantom Ranger an.
382	Li and H. Marshner,1992 Contribution of Mycorrhizal Hyphae to Nutrient and Water Uptake of Plants.	Li und H. Marshner, 1992 Beitrag von Mycorrhizal Hyphae zur Nährstoff- und Wasseraufnahme von Pflanzen.
383	Hayden then chose to nominate Brendon and Ragan for eviction.	Hayden entschied sich dann, Brendon und Ragan für die Räumung zu nominieren.
384	Bellamy did however step down from his post on the Virginia Board of Education, and apologized for the offensive tweets.	Bellamy trat jedoch von seinem Posten im Virginia Board of Education zurück und entschuldigte sich für die offensiven Tweets.
385	Victorious Burmese armies returned to Ava with the captured guns, muskets and prisoners in early May.	Die siegreichen birmanischen Armeen kehrten Anfang Mai mit den gefangenen Waffen, Musketen und Gefangenen nach Ava zurück.
386	Further tensions between the British and Qing over the opium trade escalated into the Second Opium War.	Weitere Spannungen zwischen den Briten und Qing über den Opiumhandel eskalierten in den Zweiten Opiumkrieg.
387	Thunder Jet retires to his room and wails bitterly.	Thunder Jet zieht sich in sein Zimmer zurück und jammert bitterlich.
388	Smaller parrotfish are relatively defenceless herbivores, poorly defended against predators like barracuda.	Kleinere Papageienfische sind relativ schutzlose Pflanzenfresser, die schlecht gegen Raubtiere wie Barracuda verteidigt werden.
389	While the critics panned Penny Arcade, they praised Cagney and Blondell.	Während die Kritiker Penny Arcade drang, lobten sie Cagney und Blondell.
390	"Teamster President and Dissidents Disagree Over UPS Proposal."	Teamster President und Dissidenten sind sich über UPS Proposal nicht einig.
391	In 2007 Monterrey hosted the Women's WTBA World Tenpin Bowling Championships	Im Jahr 2007 Monterrey Gastgeber der Frauen WTBA World Tenpin Bowling Championships
392	Billig concluded that "racialist presuppositions" intruded into research at the Institute both unintentionally and intentionally.	Billig kam zu dem Schluss, dass "rassistische Annahmen" unbeabsichtigt und absichtlich in die Forschung am Institut eingriffen.
393	The 10,000 rebels lured governmental forces into Hwangto Pass.	Die 10.000 Rebellen lockten Regierungskräfte in den Hwangto Pass.
394	July 7 Vic Darchinyan loses his IBF and IBO flyweight titles, getting knocked out by Nonito Donaire in five rounds.	7. Juli Vic Darchinyan verliert seine IBF und IBO Flyweight Titel und wird in fünf Runden von Nonito Donaire ausgeschlagen.
395	Before the Islamization of their territory, the Pashtuns likely followed various religions.	Vor der Islamisierung ihres Territoriums folgten die Paschtunen wahrscheinlich verschiedenen Religionen.
396	On the vault of the chancel stands a lookout tower with a lattice brick convent, topped with pinnacles.	Auf dem Gewölbe des Chores steht ein Aussichtsturm mit einem Gitter Ziegelkloster, gekrönt mit Zinnen.
397	Aside from locating two of the German destroyers, the scouting aircraft also sank an enemy submarine, the first such occurrence.	Neben der Suche nach zwei der deutschen Zerstörer sank das Scouting-Flugzeug auch ein feindliches U-Boot, das erste derartige Ereignis.
398	They headlined three tours in 1992, from January to August.	1992, von Januar bis August, standen drei Tourneen auf dem Programm.
399	In 1952, Kaps married his childhood sweetheart Nelly.	1952 heiratete Kaps seine kindliche Liebste Nelly.
400	When reinforcements arrived from other Mohawk villages, the defenders drove the Mohican warriors into retreat.	Als Verstärkung aus anderen Dörfern Mohawks kam, trieben die Verteidiger die mohikanischen Krieger in den Rückzug.
401	An 88 mi chase ensued down the Appomattox River to the southwest.	Eine 88 Meilen Jagd folgte auf dem Appomattox Fluss im Südwesten.
402	Gold toxicity can be ameliorated with chelation therapy with an agent such as dimercaprol.	Gold Toxizität kann mit Chelationstherapie mit einem Wirkstoff wie Dimercaprol verbessert werden.
403	The league activates the cube and Superman defeats Darkseid, imprisoning him once again.	Die Liga aktiviert den Würfel und Superman besiegt Darkseid und sperrt ihn erneut ein.
404	Kojirō discovers them, and he and Denshichirō duel.	Kojirō entdeckt sie, und er und Denshichirō Duell.
405	Dragonfly wings behave highly dynamically during flight, flexing and twisting during each beat.	Dragonfly Flügel verhalten sich während des Fluges sehr dynamisch, Biegung und Verdrehen bei jedem Schlag.
406	Either on his own or by persuasion from local authorities, he wrote letters authorizing the expulsion of Franciscans from their friaries.	Er schrieb Briefe, in denen er die Vertreibung von Franziskanern aus ihren Konfessionen genehmigte.
407	As these tanks corrode, they can leak, and their contents can contaminate nearby groundwater.	Da diese Tanks korrodieren, können sie undicht werden und ihr Inhalt kann das nahe gelegene Grundwasser verunreinigen.
408	Meeting Level 4 contains two ballrooms, the Independence Ballroom and the Liberty Ballroom.	Meeting Level 4 enthält zwei Ballsäle, den Independence Ballroom und den Liberty Ballroom.
409	The Hudson now resides in the Temora Aviation Museum in Australia.	Der Hudson befindet sich jetzt im Temora Aviation Museum in Australien.
410	The Chams forming a significant minority in Central and South Vietnam, also in Central Cambodia.	Die Chams bilden eine bedeutende Minderheit in Zentral- und Südvietnam, auch in Zentralkambodscha.
